manufacturer,model,age,odometer,fuel,transmission,engine_cc,max_power,seats,price,region,type,cylinders,drive
honda,wr-v,2,50000,diesel,manual,1498,98.6,5,950000,,,,
maruti,wagon r,9,50000,petrol,manual,998,67.1,5,280000,,,,
volkswagen,polo,3,22003,petrol,manual,1198,74.0,5,650000,,,,
toyota,fortuner,8,108321,diesel,automatic,2982,168.5,7,1750000,,,,
mercedes-benz,e-class,14,77000,diesel,automatic,2987,198.5,5,750000,,,,
hyundai,grand,5,22000,diesel,manual,1120,70.0,5,625000,,,,
honda,jazz,6,90000,diesel,manual,1498,98.6,5,600000,,,,
honda,city,12,72555,petrol,manual,1497,118.0,5,395000,,,,
honda,jazz,5,42000,petrol,automatic,1199,88.51,5,660000,,,,
maruti,swift,4,59000,diesel,manual,1248,74.0,5,700000,,,,
ford,figo,5,28000,petrol,automatic,1499,110.4,5,590000,,,,
skoda,superb,10,80000,petrol,automatic,2771,193.1,5,470000,,,,
honda,wr-v,4,48000,diesel,manual,1498,97.89,5,785000,,,,
maruti,alto,8,90000,petrol,manual,796,47.3,5,200000,,,,
maruti,wagon r,7,68000,petrol,manual,998,67.05,5,311000,,,,
mahindra,bolero,4,73000,diesel,manual,2523,62.1,7,775000,,,,
maruti,ciaz,5,110000,diesel,manual,1248,88.5,5,550000,,,,
renault,duster,7,85000,diesel,manual,1461,108.45,5,575000,,,,
honda,city,4,70000,diesel,manual,1498,97.9,5,875000,,,,
toyota,innova,5,118321,diesel,manual,2393,147.8,7,1750000,,,,
hyundai,i20,3,10000,diesel,manual,1396,88.73,5,730000,,,,
datsun,go,6,73000,petrol,manual,1198,67.0,5,350000,,,,
maruti,ertiga,8,129500,diesel,manual,1248,88.8,7,500000,,,,
maruti,baleno,3,50000,diesel,manual,1248,74.0,5,660000,,,,
hyundai,i20,3,21000,petrol,manual,1197,81.83,5,770000,,,,
skoda,octavia,7,126000,diesel,automatic,1968,141.0,5,1150000,,,,
maruti,wagon r,6,50000,petrol,manual,998,67.04,5,350000,,,,
hyundai,grand,6,19600,petrol,automatic,1197,82.0,5,525000,,,,
hyundai,grand,6,53100,petrol,manual,1197,82.0,5,420000,,,,
toyota,fortuner,10,181000,diesel,manual,2982,171.0,7,1195000,,,,
maruti,alto,6,42000,petrol,manual,998,67.05,5,300000,,,,
hyundai,venue,2,10000,petrol,automatic,998,118.35,5,1100000,,,,
mahindra,bolero,4,57000,diesel,manual,1493,70.0,7,718000,,,,
tata,safari,10,80000,diesel,manual,2179,138.0,7,300000,,,,
hyundai,verna,11,70000,petrol,manual,1599,103.2,5,375000,,,,
honda,city,6,78000,diesel,manual,1498,98.6,5,650000,,,,
hyundai,verna,9,46500,diesel,manual,1582,126.32,5,650000,,,,
maruti,alto,9,70450,petrol,manual,998,67.05,5,289000,,,,
honda,amaze,2,23950,diesel,automatic,1498,78.9,5,780000,,,,
maruti,swift,3,42321,diesel,manual,1248,74.0,5,763000,,,,
honda,jazz,3,59000,petrol,manual,1199,88.7,5,650000,,,,
maruti,swift,6,61425,diesel,manual,1248,74.0,5,410000,,,,
hyundai,verna,7,78000,diesel,manual,1582,126.32,5,670000,,,,
honda,city,5,27000,petrol,manual,1497,116.3,5,765000,,,,
volkswagen,vento,10,80000,diesel,manual,1598,103.6,5,315000,,,,
renault,duster,7,75000,diesel,manual,1461,83.8,5,565000,,,,
maruti,swift,6,68202,diesel,manual,1248,74.0,5,575000,,,,
maruti,swift,5,57000,diesel,manual,1248,74.0,5,620000,,,,
maruti,swift dzire,5,120000,diesel,manual,1248,74.0,5,625000,,,,
ford,ecosport,8,74000,diesel,manual,1498,89.84,5,565000,,,,
maruti,baleno,6,90000,diesel,manual,1248,74.0,5,575000,,,,
maruti,wagon r,11,31535,lpg,manual,998,61.6,5,265000,,,,
maruti,swift,3,40000,petrol,manual,1197,81.8,5,570000,,,,
hyundai,grand,5,22000,petrol,manual,1197,82.0,5,520000,,,,
honda,city,3,14000,petrol,manual,1497,117.6,5,1090000,,,,
maruti,alto,13,30000,petrol,manual,1061,47.0,5,180000,,,,
toyota,innova,5,80000,diesel,manual,2494,100.6,7,1000000,,,,
audi,a6,8,83000,diesel,automatic,1968,174.33,5,2250000,,,,
volkswagen,polo,9,80000,diesel,manual,1199,73.9,5,300000,,,,
hyundai,verna,6,50000,diesel,manual,1582,126.2,5,750000,,,,
maruti,swift dzire,3,140000,diesel,manual,1248,74.02,5,720000,,,,
volkswagen,polo,9,110000,diesel,manual,1199,73.9,5,320000,,,,
maruti,alto,4,33977,petrol,manual,796,47.3,5,299000,,,,
maruti,swift,8,70400,petrol,manual,1197,81.8,5,425000,,,,
maruti,alto,4,66000,petrol,manual,998,67.05,5,320000,,,,
volkswagen,polo,5,60000,diesel,manual,1498,88.0,5,750000,,,,
maruti,swift,6,31000,diesel,manual,1248,74.0,5,630000,,,,
maruti,alto,12,80000,petrol,manual,796,46.3,5,250000,,,,
ford,figo,7,93334,petrol,manual,1196,70.02,5,446000,,,,
maruti,baleno,3,83000,diesel,manual,1248,74.0,5,645000,,,,
maruti,alto,9,62000,petrol,manual,796,46.3,5,245000,,,,
maruti,alto,4,9021,petrol,automatic,998,67.05,5,350000,,,,
maruti,alto,3,38000,petrol,manual,796,47.3,5,325000,,,,
hyundai,santro,1,1000,petrol,automatic,1086,68.07,5,550000,,,,
honda,amaze,6,39441,petrol,manual,1198,86.7,5,475000,,,,
honda,city,11,59000,petrol,manual,1497,118.0,5,400000,,,,
maruti,swift dzire,3,25000,petrol,manual,1197,81.8,5,650000,,,,
mahindra,xuv500,6,37000,diesel,manual,2179,140.0,7,875000,,,,
maruti,alto,13,76000,petrol,manual,796,46.3,5,165000,,,,
maruti,swift,6,42994,petrol,manual,1197,81.8,5,580000,,,,
honda,city,5,100000,diesel,manual,1498,98.6,5,650000,,,,
hyundai,i20,9,49000,diesel,manual,1396,88.8,5,390000,,,,
hyundai,creta,4,18000,diesel,automatic,1582,126.2,5,1345000,,,,
volkswagen,polo,5,58000,petrol,manual,1199,74.0,5,610000,,,,
bmw,7,6,24501,diesel,automatic,2993,258.0,5,4990000,,,,
hyundai,creta,5,62000,diesel,manual,1582,126.2,5,950000,,,,
honda,city,5,78236,petrol,manual,1497,117.3,5,651000,,,,
renault,kwid,5,64000,petrol,manual,799,53.26,5,280000,,,,
ford,figo,7,73500,diesel,manual,1399,68.05,5,275000,,,,
mahindra,bolero,4,80000,diesel,manual,1493,70.0,7,750000,,,,
toyota,innova,8,144321,diesel,manual,2494,100.6,8,975000,,,,
honda,jazz,6,68757,diesel,manual,1498,98.6,5,640000,,,,
maruti,swift dzire,6,85316,diesel,manual,1248,74.0,5,580000,,,,
mahindra,bolero,6,99826,diesel,manual,2523,62.1,7,525000,,,,
renault,kwid,4,28000,petrol,manual,799,53.3,5,290000,,,,
maruti,swift dzire,6,86521,diesel,manual,1248,73.9,5,565000,,,,
mahindra,alturas,2,36000,diesel,automatic,2157,178.49,7,2950000,,,,
maruti,swift,11,80000,diesel,manual,1248,75.0,5,325000,,,,
ford,figo,11,67000,diesel,manual,1399,68.05,5,275000,,,,
skoda,rapid,9,103000,petrol,automatic,1598,105.0,5,550000,,,,
tata,hexa,4,60000,diesel,manual,2179,153.86,7,1200000,,,,
hyundai,i10,11,49700,petrol,automatic,1197,80.0,5,342000,,,,
mahindra,xuv500,8,60000,diesel,manual,2179,140.0,7,544000,,,,
maruti,alto,3,29000,petrol,manual,796,47.3,5,350000,,,,
maruti,swift dzire,4,75000,diesel,manual,1248,74.0,5,745000,,,,
bmw,3,5,60000,diesel,automatic,1995,188.0,5,2950000,,,,
maruti,swift,3,50000,diesel,manual,1248,74.0,5,684000,,,,
toyota,innova,4,97000,diesel,manual,2393,147.8,7,1750000,,,,
honda,jazz,5,40000,diesel,manual,1498,98.6,5,680000,,,,
tata,safari,7,88000,diesel,manual,2179,138.1,7,465000,,,,
mahindra,bolero,8,65784,diesel,manual,2523,62.1,7,345000,,,,
datsun,go,5,40000,petrol,manual,1198,67.0,5,335000,,,,
toyota,innova,10,89000,diesel,manual,2494,102.0,8,650000,,,,
mahindra,bolero,5,120000,diesel,manual,2523,62.1,7,610000,,,,
hyundai,grand,2,4800,petrol,manual,1197,81.86,5,550000,,,,
maruti,swift,5,40000,petrol,manual,1197,81.8,5,350000,,,,
skoda,rapid,2,35000,diesel,manual,1498,108.6,5,950000,,,,
hyundai,i20,4,12000,petrol,manual,1197,81.83,5,745000,,,,
maruti,alto,1,11000,petrol,manual,796,47.3,5,350000,,,,
bmw,x1,10,88831,diesel,automatic,1995,184.0,5,1050000,,,,
bmw,x5,6,75000,diesel,automatic,2993,265.0,5,4000000,,,,
mahindra,xuv500,4,50000,diesel,automatic,2179,140.0,7,1600000,,,,
honda,city,5,60000,petrol,manual,1497,117.3,5,850000,,,,
maruti,swift dzire,5,84000,diesel,manual,1248,74.0,5,465000,,,,
honda,cr-v,13,120000,petrol,automatic,2354,152.0,5,600000,,,,
skoda,octavia,18,120340,diesel,manual,1896,66.0,5,200000,,,,
mahindra,xuv500,3,35000,diesel,manual,2179,152.87,7,1650000,,,,
hyundai,grand,5,80000,diesel,manual,1120,70.0,5,480000,,,,
maruti,wagon r,6,72000,petrol,manual,998,67.1,5,341000,,,,
renault,kwid,5,53000,petrol,manual,799,53.3,5,230000,,,,
hyundai,i20,9,100000,diesel,manual,1396,90.0,5,450000,,,,
maruti,ciaz,5,40000,diesel,manual,1248,88.5,5,850000,,,,
toyota,innova,5,70001,diesel,manual,2494,100.6,7,975000,,,,
mahindra,bolero,1,30000,diesel,manual,1493,70.0,7,790000,,,,
hyundai,i20,5,32959,diesel,manual,1396,88.73,5,681000,,,,
honda,jazz,4,34000,petrol,automatic,1199,88.7,5,550000,,,,
volkswagen,vento,8,45000,petrol,manual,1598,103.2,5,400000,,,,
maruti,celerio,2,18500,petrol,automatic,998,67.0,5,575000,,,,
volkswagen,polo,8,59000,petrol,manual,1198,74.0,5,350000,,,,
maruti,celerio,5,50000,petrol,manual,998,67.04,5,400000,,,,
toyota,fortuner,8,107030,diesel,manual,2982,168.5,7,1375000,,,,
bmw,3,10,35000,diesel,automatic,1995,181.0,5,1150000,,,,
maruti,alto,9,25000,petrol,manual,998,67.1,5,200000,,,,
volkswagen,polo,10,70000,petrol,manual,1198,73.9,5,380000,,,,
datsun,go,6,30000,petrol,manual,1198,67.0,5,225000,,,,
hyundai,verna,3,44000,petrol,manual,1591,121.3,5,900000,,,,
maruti,swift dzire,3,100000,petrol,manual,1197,85.8,5,375000,,,,
toyota,innova,11,163876,diesel,manual,2494,102.0,8,675000,,,,
toyota,innova,8,151000,diesel,manual,2494,100.0,7,750000,,,,
maruti,swift dzire,2,20000,petrol,manual,1197,81.8,5,610000,,,,
maruti,dzire vxi,12,91200,petrol,manual,1197,88.5,5,280000,,,,
datsun,redi-go,4,50500,petrol,manual,799,53.64,5,250000,,,,
maruti,alto,2,5000,petrol,manual,998,67.05,5,355000,,,,
mahindra,scorpio,3,38500,diesel,manual,2179,140.0,7,1520000,,,,
renault,kwid,5,60000,petrol,manual,799,53.3,5,270000,,,,
hyundai,i20,8,77000,diesel,manual,1396,90.0,5,455000,,,,
jaguar,xf,6,52353,diesel,automatic,2179,187.7,5,2400000,,,,
maruti,swift dzire,6,32524,petrol,manual,1197,85.8,5,560000,,,,
maruti,ertiga,4,60000,diesel,manual,1248,88.5,7,800000,,,,
audi,a6,9,77000,diesel,automatic,1968,174.33,5,1750000,,,,
honda,amaze,8,65675,diesel,manual,1498,98.6,5,490000,,,,
tata,tiago,5,70000,petrol,manual,1199,84.0,5,285000,,,,
honda,city,9,47321,petrol,manual,1497,117.3,5,349000,,,,
maruti,ciaz,5,42564,diesel,manual,1248,88.5,5,485000,,,,
maruti,baleno,5,30000,diesel,manual,1248,74.0,5,585000,,,,
tata,nexon,2,18593,petrol,manual,1198,108.5,5,675000,,,,
honda,city,7,90000,diesel,manual,1498,98.6,5,550000,,,,
datsun,go,5,70000,petrol,manual,1198,67.0,5,180000,,,,
maruti,baleno,1,25000,petrol,manual,1197,81.8,5,700000,,,,
maruti,ertiga,5,21600,petrol,manual,1373,91.1,7,725000,,,,
maruti,swift dzire,9,60000,petrol,manual,1298,85.8,5,350000,,,,
honda,city,7,63339,diesel,manual,1498,98.6,5,675000,,,,
mercedes-benz,gl-class,6,115000,diesel,automatic,2987,254.8,7,3700000,,,,
datsun,redigo,5,18000,petrol,manual,799,53.64,5,285000,,,,
maruti,swift dzire,8,41170,petrol,manual,1197,85.8,5,380000,,,,
honda,wr-v,3,15799,petrol,manual,1199,88.7,5,749000,,,,
mercedes-benz,c-class,8,59000,diesel,automatic,2143,170.0,5,1280000,,,,
maruti,swift,6,45000,diesel,manual,1248,74.0,5,475000,,,,
maruti,swift dzire,3,40000,petrol,manual,1197,81.8,5,600000,,,,
skoda,octavia,4,31001,diesel,automatic,1968,141.0,5,1399000,,,,
maruti,wagon r,5,21517,petrol,manual,998,67.1,5,315000,,,,
maruti,swift dzire,8,50000,petrol,manual,1197,85.8,5,375000,,,,
hyundai,creta,3,10000,petrol,manual,1591,121.3,5,1235000,,,,
honda,amaze,5,44340,diesel,manual,1498,98.6,5,715000,,,,
ford,ecosport,6,36497,diesel,manual,1498,98.96,5,550000,,,,
ford,figo,10,90000,diesel,manual,1399,68.0,5,230000,,,,
maruti,swift dzire,11,46100,petrol,automatic,1197,81.8,5,280000,,,,
maruti,ciaz,4,35700,diesel,manual,1248,88.5,5,650000,,,,
maruti,swift dzire,3,35000,petrol,manual,1197,81.8,5,550000,,,,
maruti,ertiga,7,119000,diesel,manual,1248,88.8,7,700000,,,,
ford,endeavour,11,80000,diesel,automatic,2953,153.86,7,750000,,,,
maruti,wagon r,12,48192,petrol,manual,1061,67.0,5,200000,,,,
ford,ecosport,3,53000,diesel,manual,1498,98.96,5,1100000,,,,
maruti,swift dzire,6,120000,diesel,manual,1248,74.0,5,500000,,,,
honda,city,7,80000,diesel,manual,1498,98.6,5,575000,,,,
renault,duster,9,50000,diesel,manual,1461,108.45,5,375000,,,,
maruti,alto,4,15554,petrol,manual,796,47.3,5,310000,,,,
maruti,swift,5,86448,diesel,manual,1248,74.0,5,525000,,,,
maruti,swift,11,87000,diesel,manual,1248,75.0,5,205000,,,,
mahindra,xuv500,6,110000,diesel,manual,2179,140.0,7,850000,,,,
maruti,swift dzire,6,60000,diesel,manual,1248,74.0,5,500000,,,,
hyundai,verna,4,23211,diesel,manual,1582,126.2,5,825000,,,,
honda,amaze,2,16000,petrol,manual,1199,88.76,5,725000,,,,
honda,city,4,80000,diesel,manual,1498,98.6,5,750000,,,,
mahindra,kuv,5,30000,diesel,manual,1198,77.0,6,580000,,,,
maruti,wagon r,10,57000,cng,manual,998,58.2,5,220000,,,,
honda,city,7,233000,diesel,manual,1498,98.6,5,500000,,,,
honda,city,9,29512,petrol,manual,1497,116.3,5,380000,,,,
maruti,swift dzire,7,100000,diesel,manual,1248,74.0,5,450000,,,,
hyundai,grand,6,39000,petrol,manual,1197,82.0,5,410000,,,,
volkswagen,vento,11,41000,diesel,manual,1598,103.6,5,285000,,,,
maruti,alto,6,42000,petrol,manual,998,67.05,5,285000,,,,
ford,ecosport,5,50000,diesel,manual,1498,98.96,5,650000,,,,
honda,jazz,11,42000,petrol,manual,1198,90.0,5,280000,,,,
hyundai,i10,9,80000,petrol,manual,1086,68.05,5,210000,,,,
maruti,wagon r,6,60000,petrol,manual,998,67.04,5,310000,,,,
skoda,superb,11,50000,petrol,automatic,1798,161.6,5,375000,,,,
hyundai,verna,6,30337,petrol,manual,1591,121.3,5,569000,,,,
hyundai,i20,3,39000,diesel,manual,1396,88.73,5,625000,,,,
hyundai,santro,14,40000,petrol,manual,1086,62.1,5,95000,,,,
maruti,vitara,4,40000,diesel,manual,1248,88.5,5,810000,,,,
toyota,innova,3,40000,diesel,manual,2393,147.51,7,1875000,,,,
honda,jazz,5,19000,diesel,manual,1498,98.6,5,490000,,,,
maruti,vitara,5,75000,diesel,manual,1248,88.5,5,825000,,,,
hyundai,verna,5,48000,diesel,manual,1582,126.2,5,650000,,,,
tata,tiago,3,40000,diesel,manual,1047,69.0,5,350000,,,,
maruti,ciaz,6,103000,diesel,manual,1248,88.5,5,530000,,,,
honda,wr-v,3,15797,diesel,manual,1498,98.6,5,825000,,,,
ford,ecosport,4,115000,diesel,manual,1498,98.96,5,650000,,,,
tata,safari,2,30000,diesel,manual,2179,153.86,7,1270000,,,,
maruti,vitara,3,31000,diesel,automatic,1248,88.5,5,849000,,,,
honda,amaze,8,47277,diesel,manual,1498,98.6,5,399000,,,,
maruti,ciaz,5,28963,diesel,manual,1248,88.5,5,600000,,,,
maruti,swift dzire,4,31000,petrol,manual,1197,83.14,5,650000,,,,
maruti,wagon r,16,29957,petrol,manual,998,67.1,5,150000,,,,
maruti,ertiga,5,44160,diesel,manual,1248,88.5,7,670000,,,,
maruti,swift dzire,9,55000,diesel,manual,1248,73.9,5,325000,,,,
honda,jazz,6,51000,petrol,automatic,1199,88.7,5,560000,,,,
maruti,swift dzire,5,23211,petrol,manual,1197,83.14,5,535000,,,,
volkswagen,polo,6,23569,petrol,manual,1199,74.0,5,425000,,,,
ford,ecosport,7,95000,diesel,manual,1498,89.84,5,425000,,,,
renault,kwid,4,15000,petrol,manual,999,67.0,5,350000,,,,
hyundai,grand,5,37902,petrol,manual,1197,82.0,5,450000,,,,
maruti,ertiga,9,90000,diesel,manual,1248,88.8,7,520000,,,,
mahindra,scorpio,12,120000,diesel,manual,2179,120.0,7,400000,,,,
maruti,wagon r,6,69000,cng,manual,998,67.04,5,350000,,,,
hyundai,i10,10,58519,petrol,manual,1086,68.05,5,260000,,,,
hyundai,creta,6,65000,diesel,manual,1582,126.2,5,849000,,,,
mahindra,xuv500,6,59706,diesel,manual,2179,140.0,7,875000,,,,
hyundai,i20,5,50000,diesel,manual,1396,88.73,5,550000,,,,
ford,freestyle,3,30000,petrol,manual,1194,94.68,5,630000,,,,
audi,a4,4,40000,petrol,automatic,1395,147.51,5,3100000,,,,
ford,ecosport,4,11448,petrol,manual,1497,121.36,5,700000,,,,
honda,wr-v,4,31031,diesel,manual,1498,98.6,5,725000,,,,
hyundai,grand,4,40813,petrol,manual,1197,81.86,5,450000,,,,
maruti,wagon r,9,37300,petrol,manual,998,67.1,5,275000,,,,
volkswagen,polo,6,47000,diesel,manual,1498,88.8,5,450000,,,,
honda,city,13,46252,petrol,manual,1497,78.0,5,225000,,,,
hyundai,grand,2,35000,diesel,manual,1186,73.97,5,575000,,,,
maruti,alto,3,5000,petrol,manual,796,47.3,5,300000,,,,
maruti,swift dzire,7,33000,petrol,manual,1197,85.8,5,395000,,,,
hyundai,i20,5,52000,diesel,manual,1396,88.73,5,625000,,,,
honda,city,9,55000,petrol,manual,1497,116.3,5,379000,,,,
maruti,swift,9,76000,diesel,manual,1248,74.0,5,425000,,,,
maruti,swift dzire,8,90000,diesel,manual,1248,74.0,5,370000,,,,
ford,aspire,4,25000,diesel,manual,1498,99.0,5,615000,,,,
maruti,swift dzire,9,60000,diesel,manual,1248,73.9,5,370000,,,,
bmw,x3,8,37000,diesel,automatic,1995,184.0,5,2375000,,,,
maruti,swift,3,34000,diesel,automatic,1248,74.0,5,725000,,,,
maruti,eeco,8,18000,petrol,manual,1196,73.0,7,225000,,,,
hyundai,i10,11,60000,petrol,manual,1197,78.9,5,190000,,,,
hyundai,i20,5,64000,diesel,manual,1396,88.73,5,535000,,,,
ford,aspire,3,57350,diesel,manual,1498,99.0,5,659000,,,,
hyundai,i10,9,46100,petrol,manual,1197,78.9,5,270000,,,,
bmw,x5,5,85000,diesel,automatic,2993,258.0,5,3600000,,,,
maruti,swift dzire,6,25000,petrol,manual,1197,83.14,5,460000,,,,
hyundai,grand,6,30000,diesel,manual,1120,70.0,5,335000,,,,
maruti,alto,9,21000,petrol,manual,796,46.3,5,140000,,,,
maruti,alto,2,30000,petrol,manual,998,67.05,5,350000,,,,
maruti,alto,3,25000,petrol,manual,796,47.3,5,255000,,,,
maruti,ertiga,5,42000,diesel,manual,1248,88.5,7,699000,,,,
maruti,wagon r,10,120000,petrol,manual,998,67.1,5,192000,,,,
ford,figo,7,61000,diesel,manual,1399,68.05,5,420000,,,,
tata,nexon,2,17000,diesel,manual,1497,108.5,5,715000,,,,
maruti,wagon r,15,64000,petrol,manual,998,67.05,5,120000,,,,
hyundai,creta,1,1500,petrol,manual,1591,121.3,5,955000,,,,
hyundai,creta,2,15000,petrol,manual,1591,121.3,5,1200000,,,,
maruti,swift,13,60000,petrol,manual,1298,88.2,5,190000,,,,
maruti,ertiga,2,40000,diesel,manual,1498,93.87,7,950000,,,,
datsun,redigo,4,21696,petrol,manual,799,53.64,5,290000,,,,
hyundai,santro,13,25000,petrol,manual,1086,62.1,5,119000,,,,
hyundai,elantra,8,67000,diesel,manual,1493,113.42,5,575000,,,,
hyundai,creta,3,40000,diesel,manual,1582,126.2,5,1295000,,,,
toyota,innova,6,57900,diesel,manual,2494,100.0,7,900000,,,,
hyundai,i20,9,70000,petrol,manual,1197,80.0,5,300000,,,,
hyundai,creta,4,58000,petrol,manual,1591,121.3,5,1175000,,,,
maruti,swift,9,66100,diesel,manual,1248,74.0,5,275000,,,,
toyota,innova,15,179000,diesel,manual,2494,102.0,8,590000,,,,
ford,aspire,5,55000,petrol,manual,1196,86.8,5,460000,,,,
hyundai,verna,8,90000,diesel,manual,1582,126.3,5,530000,,,,
hyundai,i20,4,41394,petrol,manual,1197,80.0,5,640000,,,,
maruti,celerio,7,27027,petrol,manual,998,67.04,5,370000,,,,
volkswagen,polo,8,58000,diesel,manual,1199,73.9,5,460000,,,,
maruti,alto,9,76154,petrol,manual,796,46.3,5,275000,,,,
tata,safari,7,75875,diesel,manual,2179,138.1,7,525000,,,,
maruti,wagon r,15,120000,petrol,manual,998,67.1,5,80000,,,,
mahindra,kuv,3,5000,petrol,manual,1198,82.0,6,419000,,,,
hyundai,verna,11,50111,diesel,manual,1493,110.0,5,199000,,,,
hyundai,i10,9,60000,petrol,manual,1197,78.9,5,300000,,,,
maruti,swift dzire,6,49000,diesel,manual,1248,74.0,5,470000,,,,
renault,kwid,3,10000,petrol,manual,999,67.0,5,380000,,,,
maruti,alto,6,22000,petrol,manual,796,47.3,5,249000,,,,
toyota,yaris,2,30000,petrol,automatic,1496,105.5,5,950000,,,,
honda,city,12,57720,petrol,manual,1497,118.0,5,280000,,,,
hyundai,i20,2,30000,petrol,manual,1197,81.86,5,635000,,,,
tata,tiago,4,10000,petrol,manual,1199,84.0,5,425000,,,,
maruti,swift dzire,5,40000,petrol,manual,1197,83.14,5,500000,,,,
hyundai,santro,13,74000,petrol,manual,1086,62.1,5,150000,,,,
ford,ecosport,6,90000,diesel,manual,1498,98.59,5,565000,,,,
maruti,swift dzire,5,70000,diesel,manual,1248,74.0,5,570000,,,,
hyundai,i10,12,57000,petrol,manual,1086,68.05,5,180000,,,,
maruti,ciaz,4,62320,diesel,manual,1248,88.5,5,675000,,,,
maruti,alto,6,45000,petrol,manual,796,47.3,5,265000,,,,
tata,hexa,4,57000,diesel,manual,2179,153.86,7,1200000,,,,
maruti,baleno,4,80000,diesel,manual,1248,74.0,5,520000,,,,
hyundai,verna,10,46541,petrol,manual,1396,105.5,5,169000,,,,
hyundai,i10,9,56468,petrol,manual,1197,78.9,5,268000,,,,
bmw,3,5,12000,diesel,automatic,1995,170.0,5,2300000,,,,
volkswagen,polo,5,34000,petrol,automatic,1197,103.5,5,650000,,,,
honda,amaze,2,2000,petrol,manual,1199,88.76,5,650000,,,,
hyundai,i10,6,15000,lpg,manual,1086,68.05,5,420000,,,,
toyota,innova,5,66240,diesel,manual,2393,147.8,7,1675000,,,,
maruti,swift dzire,10,80000,petrol,manual,1197,85.8,5,221000,,,,
hyundai,santro,12,70521,lpg,manual,1086,62.1,5,175000,,,,
honda,city,5,55000,petrol,manual,1497,117.3,5,624000,,,,
maruti,baleno,2,10000,petrol,automatic,1197,83.1,5,850000,,,,
hyundai,i20,11,50000,petrol,manual,1197,80.0,5,245000,,,,
honda,amaze,5,103000,diesel,manual,1498,98.6,5,525000,,,,
hyundai,i20,3,40000,diesel,manual,1396,88.76,5,630000,,,,
hyundai,creta,6,90000,diesel,manual,1396,88.7,5,750000,,,,
mahindra,xuv500,8,80000,diesel,manual,2179,140.0,7,700000,,,,
maruti,alto,4,28000,petrol,manual,796,47.3,5,340000,,,,
ford,figo,4,83000,diesel,manual,1499,98.96,5,650000,,,,
mahindra,xuv500,5,80000,diesel,manual,2179,140.0,7,1090000,,,,
mahindra,kuv,5,32000,petrol,manual,1198,82.0,6,385000,,,,
toyota,innova,11,43221,diesel,manual,2494,100.6,7,840000,,,,
hyundai,creta,5,16000,diesel,manual,1582,126.2,5,851000,,,,
maruti,swift,9,106600,petrol,manual,1197,85.8,5,300000,,,,
maruti,swift,6,89000,diesel,manual,1248,74.0,5,565000,,,,
hyundai,grand,3,7245,petrol,manual,1197,81.86,5,425000,,,,
datsun,go,3,9600,petrol,manual,1198,67.0,7,650000,,,,
mahindra,xuv500,2,5000,diesel,manual,2179,152.87,7,1550000,,,,
maruti,alto,5,29289,petrol,manual,796,47.3,5,239000,,,,
maruti,swift dzire,2,27000,petrol,manual,1197,81.8,5,550000,,,,
toyota,innova,11,77000,diesel,manual,2494,102.0,8,520000,,,,
bmw,3,8,38132,diesel,automatic,1995,184.0,5,1399000,,,,
hyundai,grand,12,59000,diesel,manual,1120,70.0,5,210000,,,,
hyundai,santro,2,20000,petrol,manual,1086,68.0,5,480000,,,,
datsun,redigo,3,50000,petrol,manual,799,53.64,5,250000,,,,
maruti,swift dzire,8,145495,diesel,manual,1248,74.0,5,550000,,,,
hyundai,grand,2,36000,petrol,manual,1197,81.86,5,525000,,,,
volkswagen,polo,2,12600,petrol,manual,1199,74.0,5,625000,,,,
maruti,swift dzire,6,120000,diesel,manual,1248,74.0,5,450000,,,,
maruti,swift,5,130130,diesel,manual,1248,74.0,5,400000,,,,
renault,duster,8,120000,diesel,manual,1461,83.8,5,340000,,,,
datsun,redigo,4,9500,petrol,manual,799,53.0,5,300000,,,,
maruti,swift dzire,4,70000,diesel,manual,1248,74.0,5,590000,,,,
tata,safari,6,120000,diesel,manual,2179,138.1,7,620000,,,,
maruti,eeco,1,8001,petrol,manual,1196,73.0,5,425000,,,,
maruti,ertiga,7,79000,diesel,manual,1248,88.8,7,610000,,,,
mahindra,xuv500,6,60000,diesel,manual,2179,140.0,7,660000,,,,
maruti,swift,4,48148,petrol,manual,1197,85.8,5,520000,,,,
maruti,wagon r,11,25000,petrol,manual,998,67.1,5,190000,,,,
honda,amaze,5,41200,petrol,manual,1199,88.76,5,349000,,,,
maruti,eeco,5,5000,petrol,manual,1196,73.0,5,308000,,,,
honda,city,5,34000,diesel,manual,1498,98.6,5,629000,,,,
maruti,swift dzire,6,57000,diesel,manual,1248,74.0,5,525000,,,,
maruti,ciaz,4,34000,petrol,manual,1373,91.1,5,795000,,,,
hyundai,i20,7,72536,petrol,manual,1197,80.0,5,480000,,,,
maruti,ciaz,6,15000,petrol,manual,1373,91.1,5,610000,,,,
maruti,swift dzire,6,30000,petrol,manual,1197,83.14,5,420000,,,,
volkswagen,vento,8,44000,diesel,manual,1598,103.6,5,365000,,,,
toyota,innova,3,70000,diesel,manual,2393,147.8,7,1850000,,,,
hyundai,creta,5,24000,petrol,manual,1591,121.3,5,750000,,,,
maruti,ertiga,9,90000,diesel,manual,1248,88.76,7,350000,,,,
hyundai,i10,9,38452,petrol,manual,1197,78.9,5,219000,,,,
hyundai,i20,8,34000,diesel,manual,1396,88.76,5,325000,,,,
maruti,swift,9,66001,diesel,manual,1248,74.0,5,275000,,,,
